condition,vowel,replication,chain_gen,F1_target,F2_target,F3_target,F4_target,F5_target,HX_target,HY_target,JA_target,LP_target,LD_target,TCX_target,TCY_target,TTX_target,TTY_target,TBX_target,TBY_target,hyoidX_target,hyoidY_target,svtvMinX_target,svtvMinY_target,svtvMaxX_target,svtvMaxY_target,svthMinX_target,svthMinY_target,svthMaxX_target,svthMaxY_target,F1_alt,F2_alt,F3_alt,F4_alt,F5_alt,HX_alt,HY_alt,JA_alt,LP_alt,LD_alt,TCX_alt,TCY_alt,TTX_alt,TTY_alt,TBX_alt,TBY_alt,hyoidX_alt,hyoidY_alt,svtvMinX_alt,svtvMinY_alt,svtvMaxX_alt,svtvMaxY_alt,svthMinX_alt,svthMinY_alt,svthMaxX_alt,svthMaxY_alt,F1_elite,F2_elite,F3_elite,F4_elite,F5_elite,HX_elite,HY_elite,JA_elite,LP_elite,LD_elite,TCX_elite,TCY_elite,TTX_elite,TTY_elite,TBX_elite,TBY_elite,hyoidX_elite,hyoidY_elite,svtvMinX_elite,svtvMinY_elite,svtvMaxX_elite,svtvMaxY_elite,svthMinX_elite,svthMinY_elite,svthMaxX_elite,svthMaxY_elite,generation
larynx_1,a,21,0,6.5874,8.3396,15.11,15.9114,18.0338,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.5963,-7.9464,0,1.085,-2.6234,-0.575,5,0,5.9582,8.0824,13.6484,15.2094,18.0023,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.6378,-9.4464,0,1.085,-2.6234,-0.575,5,0,6.3558,8.482,13.7404,15.5999,17.9749,0.0007,-5.002,-6.936,-0.8575,2.2497,-0.5877,-2.9981,3.5258,-0.9921,0.2293,-1.2681,-1.4446,-5.002,-1.6738,-9.702,0,1.085,-2.6234,-0.575,5,0,493
larynx_1,a,22,0,6.5874,8.3396,15.11,15.9114,18.0338,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.5963,-7.9464,0,1.085,-2.6234,-0.575,5,0,5.9582,8.0824,13.6484,15.2094,18.0023,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.6378,-9.4464,0,1.085,-2.6234,-0.575,5,0,6.1767,8.5911,13.6315,15.4402,17.9121,0.0013,-5.7117,-6.0831,-0.2651,1.9701,-0.8432,-3,4.7431,-2.3262,-0.8432,-0.453,-1.5434,-5.7117,-1.7735,-10.4117,0,1.085,-2.6234,-0.575,5,0,476
larynx_1,a,23,0,6.5874,8.3396,15.11,15.9114,18.0338,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.5963,-7.9464,0,1.085,-2.6234,-0.575,5,0,5.9582,8.0824,13.6484,15.2094,18.0023,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.6378,-9.4464,0,1.085,-2.6234,-0.575,5,0,6.2731,8.411,13.6054,15.6961,17.8969,0.0002,-5.7541,-5.5604,-0.3415,2.2992,-0.8465,-2.9986,3.9575,-1.6639,0.3994,-1.6975,-1.5511,-5.7541,-1.7795,-10.4541,0,1.085,-2.6234,-0.575,5,0,498
larynx_1,a,24,0,6.5874,8.3396,15.11,15.9114,18.0338,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.5963,-7.9464,0,1.085,-2.6234,-0.575,5,0,5.9582,8.0824,13.6484,15.2094,18.0023,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.6378,-9.4464,0,1.085,-2.6234,-0.575,5,0,6.3471,8.4202,13.5889,15.3479,17.9375,0,-5.6855,-6.5576,-0.2541,2.012,-0.8551,-2.9961,1.516,-2.995,-0.8551,-0.4491,-1.5416,-5.6855,-1.7698,-10.3855,0,1.085,-2.6234,-0.575,5,0,496
larynx_1,a,25,0,6.5874,8.3396,15.11,15.9114,18.0338,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.5963,-7.9464,0,1.085,-2.6234,-0.575,5,0,5.9582,8.0824,13.6484,15.2094,18.0023,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.6378,-9.4464,0,1.085,-2.6234,-0.575,5,0,6.1002,8.4828,13.6312,15.4332,17.9233,0.0011,-5.6926,-5.5853,-0.5484,1.2854,-0.8543,-2.9931,5.0124,-1.8035,-0.8543,-0.4461,-1.541,-5.6926,-1.7708,-10.3926,0,1.085,-2.6234,-0.575,5,0,475
larynx_1,a,26,0,6.5874,8.3396,15.11,15.9114,18.0338,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.5963,-7.9464,0,1.085,-2.6234,-0.575,5,0,5.9582,8.0824,13.6484,15.2094,18.0023,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.6378,-9.4464,0,1.085,-2.6234,-0.575,5,0,6.104,8.6129,13.6357,15.5006,17.9487,0.0012,-5.7207,-5.5392,-0.4173,3.869,-0.8476,-2.9988,3.7419,-1.152,-0.8476,-0.4518,-1.5448,-5.7207,-1.7748,-10.4207,0,1.085,-2.6234,-0.575,5,0,397
larynx_1,a,27,0,6.5874,8.3396,15.11,15.9114,18.0338,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.5963,-7.9464,0,1.085,-2.6234,-0.575,5,0,5.9582,8.0824,13.6484,15.2094,18.0023,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.6378,-9.4464,0,1.085,-2.6234,-0.575,5,0,6.3511,8.4795,13.7391,15.5986,17.9659,0.0007,-5.0023,-6.8274,-0.9322,2.2721,-0.5903,-2.9954,3.5339,-0.9813,0.2968,-1.2409,-1.4445,-5.0023,-1.6738,-9.7023,0,1.085,-2.6234,-0.575,5,0,484
larynx_1,a,28,0,6.5874,8.3396,15.11,15.9114,18.0338,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.5963,-7.9464,0,1.085,-2.6234,-0.575,5,0,5.9582,8.0824,13.6484,15.2094,18.0023,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.6378,-9.4464,0,1.085,-2.6234,-0.575,5,0,6.1103,8.5381,13.6306,15.4608,17.9294,0.0014,-5.7338,-5.8067,-0.2768,2.0198,-0.8551,-2.9956,4.4516,-2.73,-0.8551,-0.4486,-1.5464,-5.7338,-1.7766,-10.4338,0,1.085,-2.6234,-0.575,5,0,492
larynx_1,a,29,0,6.5874,8.3396,15.11,15.9114,18.0338,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.5963,-7.9464,0,1.085,-2.6234,-0.575,5,0,5.9582,8.0824,13.6484,15.2094,18.0023,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.6378,-9.4464,0,1.085,-2.6234,-0.575,5,0,6.1779,8.6024,13.6319,15.4426,17.9116,0.0004,-5.7024,-5.9452,-0.3192,1.9581,-0.8453,-2.9983,5.0982,-2.0242,-0.8453,-0.4513,-1.5435,-5.7024,-1.7722,-10.4024,0,1.085,-2.6234,-0.575,5,0,498
larynx_1,a,3,0,6.5874,8.3396,15.11,15.9114,18.0338,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.5963,-7.9464,0,1.085,-2.6234,-0.575,5,0,5.9582,8.0824,13.6484,15.2094,18.0023,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.6378,-9.4464,0,1.085,-2.6234,-0.575,5,0,6.3325,8.5362,13.7451,15.6347,17.9845,0.001,-5.0017,-6.601,-0.7825,2.7567,-0.5661,-2.9979,3.8067,-1.4405,3.6481,-0.5398,-1.4441,-5.0017,-1.6737,-9.7017,0,1.085,-2.6234,-0.575,5,0,483
larynx_1,a,30,0,6.5874,8.3396,15.11,15.9114,18.0338,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.5963,-7.9464,0,1.085,-2.6234,-0.575,5,0,5.9582,8.0824,13.6484,15.2094,18.0023,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.6378,-9.4464,0,1.085,-2.6234,-0.575,5,0,6.2921,8.535,13.7554,15.6633,17.9813,0.0002,-5.0009,-6.7655,-0.6743,2.233,-0.5938,-2.9973,3.565,-1.1114,3.4737,-0.5401,-1.4451,-5.0009,-1.6736,-9.7009,0,1.085,-2.6234,-0.575,5,0,431
larynx_1,a,31,0,6.5874,8.3396,15.11,15.9114,18.0338,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.5963,-7.9464,0,1.085,-2.6234,-0.575,5,0,5.9582,8.0824,13.6484,15.2094,18.0023,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.6378,-9.4464,0,1.085,-2.6234,-0.575,5,0,6.2729,8.4308,13.6048,15.7092,17.9016,0.0019,-5.7544,-5.6648,-0.2668,2.3072,-0.8465,-2.9981,3.9455,-1.7081,0.2625,-1.5572,-1.5485,-5.7544,-1.7795,-10.4544,0,1.085,-2.6234,-0.575,5,0,351
larynx_1,a,32,0,6.5874,8.3396,15.11,15.9114,18.0338,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.5963,-7.9464,0,1.085,-2.6234,-0.575,5,0,5.9582,8.0824,13.6484,15.2094,18.0023,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.6378,-9.4464,0,1.085,-2.6234,-0.575,5,0,6.2574,8.4028,13.6019,15.7283,17.8504,0.0041,-5.7515,-5.6722,-0.5272,2.9614,-0.8301,-2.9918,3.6398,-1.3373,0.3673,-1.6422,-1.5448,-5.7515,-1.7791,-10.4515,0,1.085,-2.6234,-0.575,5,0,436
larynx_1,a,33,0,6.5874,8.3396,15.11,15.9114,18.0338,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.5963,-7.9464,0,1.085,-2.6234,-0.575,5,0,5.9582,8.0824,13.6484,15.2094,18.0023,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.6378,-9.4464,0,1.085,-2.6234,-0.575,5,0,6.3338,8.4618,13.6052,15.679,17.8507,0.0007,-5.7884,-6.6506,-0.2427,2.6475,-0.8232,-2.9971,4.2656,-2.3594,0.4065,-1.6798,-1.555,-5.7884,-1.7843,-10.4884,0,1.085,-2.6234,-0.575,5,0,453
larynx_1,a,34,0,6.5874,8.3396,15.11,15.9114,18.0338,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.5963,-7.9464,0,1.085,-2.6234,-0.575,5,0,5.9582,8.0824,13.6484,15.2094,18.0023,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.6378,-9.4464,0,1.085,-2.6234,-0.575,5,0,6.1087,8.4794,13.632,15.4319,17.9195,0.0001,-5.6895,-5.5981,-0.4894,1.3067,-0.8491,-2.9987,4.7207,-1.6596,-0.8491,-0.4517,-1.542,-5.6895,-1.7704,-10.3895,0,1.085,-2.6234,-0.575,5,0,493
larynx_1,a,35,0,6.5874,8.3396,15.11,15.9114,18.0338,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.5963,-7.9464,0,1.085,-2.6234,-0.575,5,0,5.9582,8.0824,13.6484,15.2094,18.0023,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.6378,-9.4464,0,1.085,-2.6234,-0.575,5,0,6.2773,8.5608,13.7513,15.7,18.0083,0.0004,-5,-6.5001,-0.7996,2.4708,-0.5551,-2.9953,3.795,-1.3393,3.5125,-0.407,-1.4447,-5,-1.6735,-9.7,0,1.085,-2.6234,-0.575,5,0,391
larynx_1,a,36,0,6.5874,8.3396,15.11,15.9114,18.0338,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.5963,-7.9464,0,1.085,-2.6234,-0.575,5,0,5.9582,8.0824,13.6484,15.2094,18.0023,0.1337,-4.7463,-6.7285,0.2247,2.475,-0.7719,-2.527,2.1703,-2.1572,1.0102,-1.2829,-1.2091,-4.7463,-1.6378,-9.4464,0,1.085,-2.6234,-0.575,5,0,6.3448,8.3794,13.567,15.3263,17.8625,0.0013,-5.7467,-5.1217,-0.2949,2.8201,-0.838,-2.9983,2.0964,-2.9442,-0.77,-0.5194,-1.5483,-5.7467,-1.7784,-10.4467,0,1.085,-2.6234,-0.575,5,0,308
